rank,artist_names,track_name,peak_rank,weeks_on_chart,streams,país
1,"Bad Bunny, Bomba Estéreo",Ojitos Lindos,1,9,2448167,Argentina_2022_limpio.csv
2,"Bad Bunny, Chencho Corleone",Me Porto Bonito,2,9,2428541,Argentina_2022_limpio.csv
3,TINI,La Triple T,1,9,2274392,Argentina_2022_limpio.csv
4,Maria Becerra,OJALÁ,2,6,2273286,Argentina_2022_limpio.csv
5,"Shakira, Rauw Alejandro",Te Felicito,3,11,2167614,Argentina_2022_limpio.csv
6,Bad Bunny,Tití Me Preguntó,6,9,2163518,Argentina_2022_limpio.csv
7,Bad Bunny,Moscow Mule,1,9,2024486,Argentina_2022_limpio.csv
8,Bad Bunny,Efecto,8,9,1751991,Argentina_2022_limpio.csv
9,Duki,Antes de Perderte,7,5,1577188,Argentina_2022_limpio.csv
10,KAROL G,PROVENZA,9,11,1463782,Argentina_2022_limpio.csv
11,"Sofía Reyes, Maria Becerra",Marte,2,21,1430274,Argentina_2022_limpio.csv
12,"Tiago PZK, Ozuna",Nos Comemos (feat. Ozuna),9,5,1422964,Argentina_2022_limpio.csv
13,"Emilia, Nicki Nicole",intoxicao,11,6,1382403,Argentina_2022_limpio.csv
14,Cris Mj,Una Noche en Medellín,4,20,1322825,Argentina_2022_limpio.csv
15,"Bizarrap, Villano Antillano","Villano Antillano: Bzrp Music Sessions, Vol. 51",14,4,1308099,Argentina_2022_limpio.csv
16,"Emanero, FMK, Rusherking, Estani",BANDIDO,15,6,1278974,Argentina_2022_limpio.csv
17,"Rei, Callejero Fino",Tu Turrito,17,9,1260143,Argentina_2022_limpio.csv
18,Paulo Londra,Luces,18,1,1228322,Argentina_2022_limpio.csv
19,"Duki, De La Ghetto, Quevedo",Si Quieren Frontear,2,14,1190350,Argentina_2022_limpio.csv
20,Emilia,cuatro veinte,4,15,1159603,Argentina_2022_limpio.csv
21,WOS,ARRANCARMELO,2,14,1153126,Argentina_2022_limpio.csv
22,"Rauw Alejandro, Chencho Corleone",Desesperados,1,30,1113190,Argentina_2022_limpio.csv
23,"Bad Bunny, Jhayco",Tarot,17,9,1061855,Argentina_2022_limpio.csv
24,"La K'onga, Nahuel Pennisi",Universo Paralelo,2,34,1051039,Argentina_2022_limpio.csv
25,"Luck Ra, Rusherking",Te Mentiría Remix,13,10,1045743,Argentina_2022_limpio.csv
26,Lali,N5,26,2,1018984,Argentina_2022_limpio.csv
27,"Cazzu, Maria Becerra",Maléfica,20,7,1017024,Argentina_2022_limpio.csv
28,Paulo Londra,Nublado,28,1,999019,Argentina_2022_limpio.csv
29,"Bizarrap, Tiago PZK","Tiago PZK: Bzrp Music Sessions, Vol. 48",1,28,988055,Argentina_2022_limpio.csv
30,"TINI, Beéle",Fantasi,5,20,974712,Argentina_2022_limpio.csv
31,"Los Ángeles Azules, Nicki Nicole",Otra Noche,10,34,964185,Argentina_2022_limpio.csv
32,"Bad Bunny, Rauw Alejandro",Party,17,9,963809,Argentina_2022_limpio.csv
33,"Chris Jedi, Anuel AA, Chencho Corleone, Ñengo Flow",La Llevo Al Cielo (Ft. Ñengo Flow),32,7,930772,Argentina_2022_limpio.csv
34,TINI,Carne y Hueso,13,7,916477,Argentina_2022_limpio.csv
35,"Becky G, KAROL G",MAMIII,10,21,900172,Argentina_2022_limpio.csv
36,"Tiago PZK, LIT killah, Maria Becerra, Nicki Nicole",Entre Nosotros (Remix) [con Nicki Nicole],1,27,880597,Argentina_2022_limpio.csv
37,Harry Styles,As It Was,6,14,849937,Argentina_2022_limpio.csv
38,Kate Bush,Running Up That Hill (A Deal With God),38,6,818514,Argentina_2022_limpio.csv
39,"Zion & Lennox, Maria Becerra",Berlin,39,1,816377,Argentina_2022_limpio.csv
40,"TINI, Maria Becerra",Miénteme,1,62,789241,Argentina_2022_limpio.csv
41,Maria Becerra,Felices x Siempre,11,20,784587,Argentina_2022_limpio.csv
42,"FMK, Maria Becerra",Tranquila,3,25,777418,Argentina_2022_limpio.csv
43,Paulo Londra,Plan A,1,16,776671,Argentina_2022_limpio.csv
44,"Oscu, Nobeat",Numero 1,22,14,775600,Argentina_2022_limpio.csv
45,Duki,Perreo Bendito,25,2,775272,Argentina_2022_limpio.csv
46,"TINI, L-Gante",Bar,1,34,775166,Argentina_2022_limpio.csv
47,"Bizarrap, Paulo Londra","Paulo Londra: Bzrp Music Sessions, Vol. 23",1,11,757596,Argentina_2022_limpio.csv
48,"Morat, Duki",París,26,7,742887,Argentina_2022_limpio.csv
49,Bad Bunny,Un Ratito,23,9,711124,Argentina_2022_limpio.csv
50,"Polimá Westcoast, Pailita",ULTRA SOLO,29,10,710940,Argentina_2022_limpio.csv
51,La K'onga,Te Mentiría,14,59,688061,Argentina_2022_limpio.csv
52,"LOUTA, WOS",QUEREME,43,3,650578,Argentina_2022_limpio.csv
53,"Bizarrap, Quevedo","Quevedo: Bzrp Music Sessions, Vol. 52",53,1,650161,Argentina_2022_limpio.csv
54,"Perro Primo, EL NOBA, R Jota, Dj Plaga, DT.Bilardo","Yendo No, Llegando",10,26,630643,Argentina_2022_limpio.csv
55,Ryan Castro,Jordan,20,20,609933,Argentina_2022_limpio.csv
56,"Bad Bunny, Tony Dize",La Corriente,41,9,609681,Argentina_2022_limpio.csv
57,"EL NOBA, Callejero Fino, Juanka, L-Gante, Kaleb Di Masi, DT.Bilardo, DINERO EN EL BEAT",Tamo Chelo - Remix,38,5,606378,Argentina_2022_limpio.csv
58,Duki,Celosa,34,2,604985,Argentina_2022_limpio.csv
59,La K'onga,El Mismo Aire,16,82,580640,Argentina_2022_limpio.csv
60,"Julianno Sosa, King Savagge",Cochinae,48,8,572152,Argentina_2022_limpio.csv
61,"Mora, Sech",TUS LÁGRIMAS,22,12,561220,Argentina_2022_limpio.csv
62,"Trueno, NATHY PELUSO",ARGENTINA,39,8,558538,Argentina_2022_limpio.csv
63,Anitta,Envolver,13,18,551115,Argentina_2022_limpio.csv
64,Ke Personajes,Si No Te Tengo / Ángel / Aquello Que Pasó,29,43,545032,Argentina_2022_limpio.csv
65,"Reik, Maria Becerra",Los Tragos,30,32,530102,Argentina_2022_limpio.csv
66,Bad Bunny,Aguacero,48,9,528434,Argentina_2022_limpio.csv
67,"Polimá Westcoast, Feid, Pailita, Paloma Mami, De La Ghetto",ULTRA SOLO REMIX,60,3,520227,Argentina_2022_limpio.csv
68,Bad Bunny,Después de la Playa,20,9,517020,Argentina_2022_limpio.csv
69,Cris Mj,Locura y Maldad,69,4,509726,Argentina_2022_limpio.csv
70,Bad Bunny,Yo No Soy Celoso,25,9,509688,Argentina_2022_limpio.csv
71,"Rei, Quevedo",FERNET,71,5,497591,Argentina_2022_limpio.csv
72,Bad Bunny,Dos Mil 16,42,9,497502,Argentina_2022_limpio.csv
73,"La Pantera, Quevedo, Juseph, Abhir Hathi, Bejo, Cruz Cafuné, EL IMA","Cayó La Noche (feat. Cruz Cafuné, Abhir Hathi, Bejo, EL IMA) [Remix]",9,22,490608,Argentina_2022_limpio.csv
74,Danny Ocean,Fuera del mercado,24,15,485848,Argentina_2022_limpio.csv
75,"Tiago PZK, Trueno",Salimo de Noche,1,37,471961,Argentina_2022_limpio.csv
76,Salastkbron,TITAN,2,32,466960,Argentina_2022_limpio.csv
77,FMK,De Vacaciones,77,3,466629,Argentina_2022_limpio.csv
78,Bad Bunny,Yonaguni,3,57,466283,Argentina_2022_limpio.csv
79,"Callejero Fino, Four Plack",Fua Mi Amor,62,10,465183,Argentina_2022_limpio.csv
80,"Emilia, Rusherking",De Enero a Diciembre,13,29,455523,Argentina_2022_limpio.csv
81,"Tainy, Bad Bunny, Julieta Venegas",Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),20,40,454163,Argentina_2022_limpio.csv
82,Bad Bunny,Neverita,35,9,453911,Argentina_2022_limpio.csv
83,Bad Bunny,Me Fui de Vacaciones,34,9,452998,Argentina_2022_limpio.csv
84,"Duki, KHEA",She Don't Give a Fo,3,128,451711,Argentina_2022_limpio.csv
85,"LIT killah, De La Ghetto, L-Gante",KU',39,13,451708,Argentina_2022_limpio.csv
86,"Mauri Mansilla, E.C.V",Rkteando,44,13,447669,Argentina_2022_limpio.csv
87,"Duki, Emilia",Esto Recién Empieza,5,21,446719,Argentina_2022_limpio.csv
88,"zzoilo, Aitana",Mon Amour - Remix,25,42,440183,Argentina_2022_limpio.csv
89,La Delio Valdez,Inocente,77,77,425749,Argentina_2022_limpio.csv
90,"Duki, YSY A, Rei",Pintao,23,25,416113,Argentina_2022_limpio.csv
91,Paulo Londra,Chance,3,14,415367,Argentina_2022_limpio.csv
92,EL NOBA,Tamo Chelo,33,45,413635,Argentina_2022_limpio.csv
93,"Perro Primo, EL NOBA, Al Records",TRUCHO,26,41,411764,Argentina_2022_limpio.csv
94,"Prince Royce, Maria Becerra",Te Espero,67,18,408547,Argentina_2022_limpio.csv
95,"Mau y Ricky, Maria Becerra",Mal Acostumbrao - con Maria Becerra,4,44,408047,Argentina_2022_limpio.csv
96,Bad Bunny,A Tu Merced,61,30,404867,Argentina_2022_limpio.csv
97,"Mora, Feid",LA INOCENTE,97,8,404242,Argentina_2022_limpio.csv
98,"Emilia, Duki",como si no importara,2,52,399543,Argentina_2022_limpio.csv
99,Duki,TOP 5,3,32,394137,Argentina_2022_limpio.csv
100,"Bad Bunny, Buscabulla",Andrea,63,9,390604,Argentina_2022_limpio.csv
101,Manuel Turizo,La Bachata,101,4,389273,Argentina_2022_limpio.csv
102,Rauw Alejandro,Todo De Ti,1,59,388477,Argentina_2022_limpio.csv
103,"Tiago PZK, LIT killah",Entre Nosotros,1,52,386937,Argentina_2022_limpio.csv
104,"Elton John, Dua Lipa, PNAU",Cold Heart - PNAU Remix,50,45,386441,Argentina_2022_limpio.csv
105,C. Tangana,Demasiadas Mujeres,31,21,371722,Argentina_2022_limpio.csv
106,RYH,MDQ,75,10,369995,Argentina_2022_limpio.csv
107,"J Balvin, Maria Becerra",Qué Más Pues?,2,58,367362,Argentina_2022_limpio.csv
108,Salastkbron,TURROMANTIKO,28,23,365047,Argentina_2022_limpio.csv
109,"Blessd, Justin Quiles, Lenny Tavárez",Medallo,19,36,363678,Argentina_2022_limpio.csv
110,Bad Bunny,Un Coco,56,9,358381,Argentina_2022_limpio.csv
111,Sebastian Yatra,Tacones Rojos,21,37,355730,Argentina_2022_limpio.csv
112,Lasso,Ojos Marrones,112,1,351578,Argentina_2022_limpio.csv
113,"Rusherking, Maria Becerra",Antes de Ti,1,39,350835,Argentina_2022_limpio.csv
114,"Callejero Fino, L-Gante, ECKO, Kaleb Di Masi, Fili Wey, Homer El Mero Mero, John C, Papichamp",Pa Tra Rkt - Remix,31,15,349866,Argentina_2022_limpio.csv
115,"FMK, Tiago PZK, Mau y Ricky",Prende la Cámara RMX,47,34,343447,Argentina_2022_limpio.csv
116,Standly,Pégate,77,16,341485,Argentina_2022_limpio.csv
117,"Ak4:20, Pailita, Cris Mj",Me Arrepentí,117,1,339782,Argentina_2022_limpio.csv
118,"DJ Tao, EL NOBA, DT.Bilardo",EL NOBA | DJ TAO Turreo Sessions #7,67,12,339451,Argentina_2022_limpio.csv
119,"TINI, Morat",Consejo de Amor (feat. Morat),57,100,337500,Argentina_2022_limpio.csv
120,"Marc Seguí, Rauw Alejandro, Pol Granch",Tiroteo - Remix,26,54,336720,Argentina_2022_limpio.csv
121,Bad Bunny,Un Verano Sin Ti,45,9,335653,Argentina_2022_limpio.csv
122,NATHY PELUSO,VIVIR ASÍ ES MORIR DE AMOR,24,30,331950,Argentina_2022_limpio.csv
123,Natalie Perez,Detox,66,43,330320,Argentina_2022_limpio.csv
124,"Sael, Emilia",Q-Lito,124,1,328932,Argentina_2022_limpio.csv
125,"Alejo Isakk, Omar Varela",Diablona,95,9,328853,Argentina_2022_limpio.csv
126,Bad Bunny,Enséñame a Bailar,49,9,328293,Argentina_2022_limpio.csv
127,Camilo,Pegao,109,7,328012,Argentina_2022_limpio.csv
128,"Bad Bunny, Tainy",Callaita,2,73,324779,Argentina_2022_limpio.csv
129,La K'onga,Te perdiste mi amor,71,29,323752,Argentina_2022_limpio.csv
130,Ingratax,París,13,50,323629,Argentina_2022_limpio.csv
131,"Daddy Yankee, Bad Bunny",X ÚLTIMA VEZ,30,15,323524,Argentina_2022_limpio.csv
132,Airbag,Por Mil Noches,69,129,322531,Argentina_2022_limpio.csv
133,"Maluma, Chencho Corleone",Nos Comemos Vivos,133,4,322471,Argentina_2022_limpio.csv
134,"Charlie Puth, Jung Kook, BTS",Left and Right (Feat. Jung Kook of BTS),130,2,320509,Argentina_2022_limpio.csv
135,Zion & Lennox,Yo Voy (feat. Daddy Yankee),102,19,319705,Argentina_2022_limpio.csv
136,"Alan Gomez, Mesita",MESITA | Mission 05,21,35,319570,Argentina_2022_limpio.csv
137,WOS,MELÓN VINO,7,119,317566,Argentina_2022_limpio.csv
138,"MYA, TINI, Duki",2:50 Remix,1,55,315108,Argentina_2022_limpio.csv
139,Trueno,DANCE CRIP,3,33,314357,Argentina_2022_limpio.csv
140,Luis Alberto Spinetta,Seguir Viviendo Sin Tu Amor,58,233,312407,Argentina_2022_limpio.csv
141,"Aitana, Nicki Nicole",Formentera,126,28,311145,Argentina_2022_limpio.csv
142,"Migrantes, FABRO, Rei, Nico Valdi",Superclásico,123,6,310285,Argentina_2022_limpio.csv
143,No Te Va Gustar,A las Nueve,99,184,307574,Argentina_2022_limpio.csv
144,Lali,Disciplina,83,10,306591,Argentina_2022_limpio.csv
145,"Eladio Carrion, Nicki Nicole",Nota,78,7,303950,Argentina_2022_limpio.csv
146,"Camila Cabello, Maria Becerra",Hasta Los Dientes,80,13,303639,Argentina_2022_limpio.csv
147,"Alejo, Feid, ROBI",Pantysito,70,15,302824,Argentina_2022_limpio.csv
148,"TINI, Manuel Turizo",Maldita Foto,12,46,302581,Argentina_2022_limpio.csv
149,LIT killah,La Trampa es Ley,2,21,301971,Argentina_2022_limpio.csv
150,"Duki, Mora",Amor Bipolar,62,2,301295,Argentina_2022_limpio.csv
151,Intoxicados,Nunca quise,68,284,299765,Argentina_2022_limpio.csv
152,"Mora, Bad Bunny, Sech",Volando - Remix,15,52,297563,Argentina_2022_limpio.csv
153,Joji,Glimpse of Us,108,3,294985,Argentina_2022_limpio.csv
154,"Fuego, Manuel Turizo, Duki",Una Vaina Loca,3,37,294426,Argentina_2022_limpio.csv
155,"Callejero Fino, Alejo Isakk, Locura Mix",Chetos Vs. Turros,98,12,291626,Argentina_2022_limpio.csv
156,"Calvin Harris, Dua Lipa",One Kiss (with Dua Lipa),56,59,289130,Argentina_2022_limpio.csv
157,"NATTI NATASHA, Daddy Yankee, Wisin & Yandel",Mayor Que Usted,157,2,288983,Argentina_2022_limpio.csv
158,"MYA, Emilia",BB,5,32,287148,Argentina_2022_limpio.csv
159,"Sebastian Yatra, Myke Towers",Pareja Del Año,2,64,286831,Argentina_2022_limpio.csv
160,"Bad Bunny, The Marías",Otro Atardecer,60,9,284538,Argentina_2022_limpio.csv
161,YSY A,Vamo a Darle,80,10,281707,Argentina_2022_limpio.csv
162,"J Balvin, Bad Bunny",LA CANCIÓN,7,92,280429,Argentina_2022_limpio.csv
163,Maria Becerra,Mi Debilidad,3,49,280366,Argentina_2022_limpio.csv
164,"Emilia, Tiago PZK",rápido lento,2,40,278440,Argentina_2022_limpio.csv
165,Morat,No Se Va,154,8,278094,Argentina_2022_limpio.csv
166,j-hope,MORE,166,1,274133,Argentina_2022_limpio.csv
167,Harry Styles,Watermelon Sugar,17,121,272521,Argentina_2022_limpio.csv
168,"Tirri La Roca, Brisa La Roca",Frontea,168,2,271775,Argentina_2022_limpio.csv
169,La K'onga,Convénceme,131,22,270650,Argentina_2022_limpio.csv
170,Natalia Lafourcade,Hasta la Raíz,66,35,268150,Argentina_2022_limpio.csv
171,"Kaleb Di Masi, Salastkbron, Alejo Isakk, Omar Varela",P rreo,50,19,266323,Argentina_2022_limpio.csv
172,"Camila Cabello, Ed Sheeran",Bam Bam (feat. Ed Sheeran),84,18,264970,Argentina_2022_limpio.csv
173,No Te Va Gustar,Ese Maldito Momento,131,39,262279,Argentina_2022_limpio.csv
174,Maluma,Sobrio,22,52,262169,Argentina_2022_limpio.csv
175,"Maria Becerra, Becky G",Wow Wow (feat. Becky G),1,45,260242,Argentina_2022_limpio.csv
176,"Rusherking, KHEA, Duki, Maria Becerra, LIT killah, Tiago PZK",Además de Mí - Remix,1,70,260218,Argentina_2022_limpio.csv
177,Harry Styles,Late Night Talking,32,7,258944,Argentina_2022_limpio.csv
178,"BANDIDO, Duki, Rei, Tiago PZK","No Me Conocen (Remix) [con DUKI, Rei & Tiago PZK]",2,56,258941,Argentina_2022_limpio.csv
179,"Rusherking, Tiago PZK",NOW,8,22,258503,Argentina_2022_limpio.csv
180,WOS,ALMA DINAMITA,28,33,256982,Argentina_2022_limpio.csv
181,Metallica,Master Of Puppets,181,1,255392,Argentina_2022_limpio.csv
182,"Bad Bunny, Jhayco",DÁKITI,1,87,255004,Argentina_2022_limpio.csv
183,Turf,Pasos Al Costado,105,228,254788,Argentina_2022_limpio.csv
184,"Tiësto, KAROL G",Don't Be Shy,71,46,253911,Argentina_2022_limpio.csv
185,"Kaleb Di Masi, Alejo Isakk, Omar Varela",Red Bull Red Label,185,1,253289,Argentina_2022_limpio.csv
186,Rauw Alejandro,Cúrame,9,50,252639,Argentina_2022_limpio.csv
187,TINI,Acércate,84,8,251585,Argentina_2022_limpio.csv
188,Plan B,Es un Secreto,188,1,251533,Argentina_2022_limpio.csv
189,"Alejandro Lerner, Rusherking",Después De Ti,126,7,251365,Argentina_2022_limpio.csv
190,Ke Personajes,Cómo estás,25,153,250339,Argentina_2022_limpio.csv
191,"Duki, Bizarrap",Malbec,10,43,250312,Argentina_2022_limpio.csv
192,Ciro y los Persas,Me Gusta,71,283,248155,Argentina_2022_limpio.csv
193,Paulo Londra,Tal Vez,1,138,247534,Argentina_2022_limpio.csv
194,"TINI, Becky G, Anitta",La Loto,194,1,246132,Argentina_2022_limpio.csv
195,Coldplay,Yellow,145,14,245915,Argentina_2022_limpio.csv
196,The Police,Every Breath You Take,140,76,244121,Argentina_2022_limpio.csv
197,"Alvaro Diaz, Rauw Alejandro",Problemón,35,23,243329,Argentina_2022_limpio.csv
198,Paloma Faith,Only Love Can Hurt Like This,192,2,242978,Argentina_2022_limpio.csv
199,Bad Bunny,El Apagón,69,9,242815,Argentina_2022_limpio.csv
200,FMK,Gatas,117,7,241807,Argentina_2022_limpio.csv
1,"Polimá Westcoast, Feid, Pailita, Paloma Mami, De La Ghetto",ULTRA SOLO REMIX,1,3,3366431,Chile_2022_limpio.csv
2,Young Cister,LA TERAPIA,2,1,3038465,Chile_2022_limpio.csv
3,"Bad Bunny, Chencho Corleone",Me Porto Bonito,1,9,2827625,Chile_2022_limpio.csv
4,Bad Bunny,Efecto,2,9,2670532,Chile_2022_limpio.csv
5,"Bad Bunny, Bomba Estéreo",Ojitos Lindos,1,9,2295509,Chile_2022_limpio.csv
6,Bad Bunny,Moscow Mule,1,9,2257803,Chile_2022_limpio.csv
7,Bad Bunny,Tití Me Preguntó,6,9,1894486,Chile_2022_limpio.csv
8,"Ak4:20, Pailita, Cris Mj",Me Arrepentí,1,15,1754667,Chile_2022_limpio.csv
9,"Polimá Westcoast, Pailita",ULTRA SOLO,1,21,1508615,Chile_2022_limpio.csv
10,"Julianno Sosa, King Savagge",Cochinae,3,11,1431611,Chile_2022_limpio.csv
11,KAROL G,PROVENZA,8,11,1417585,Chile_2022_limpio.csv
12,Cris Mj,Una Noche en Medellín,1,24,1391779,Chile_2022_limpio.csv
13,"Bad Bunny, Jhayco",Tarot,8,9,1348067,Chile_2022_limpio.csv
14,"Shakira, Rauw Alejandro",Te Felicito,10,11,1345774,Chile_2022_limpio.csv
15,"Chris Jedi, Anuel AA, Chencho Corleone, Ñengo Flow",La Llevo Al Cielo (Ft. Ñengo Flow),12,7,1322893,Chile_2022_limpio.csv
16,"El Jordan 23, Standly",Bailando,3,21,1292194,Chile_2022_limpio.csv
17,"Bad Bunny, Rauw Alejandro",Party,7,9,1291495,Chile_2022_limpio.csv
18,Cris Mj,Paz Mental,6,4,1194276,Chile_2022_limpio.csv
19,"Polimá Westcoast, Young Cister, Cris Mj",SEXTIME,6,14,1117110,Chile_2022_limpio.csv
20,"Bad Bunny, Tony Dize",La Corriente,11,9,1111837,Chile_2022_limpio.csv
21,"Pailita, Cris Mj, Big Cvyu",Dime Tú,4,21,1097264,Chile_2022_limpio.csv
22,Bad Bunny,Un Ratito,9,9,1019968,Chile_2022_limpio.csv
23,Standly,Panamera,23,12,993447,Chile_2022_limpio.csv
24,"El Jordan 23, Big Cvyu",Si Sako La 40,22,6,959701,Chile_2022_limpio.csv
25,"Nickoog Clk, Standly",Que se hace,21,5,937652,Chile_2022_limpio.csv
26,Kate Bush,Running Up That Hill (A Deal With God),26,6,927131,Chile_2022_limpio.csv
27,"Rauw Alejandro, Chencho Corleone",Desesperados,2,30,921282,Chile_2022_limpio.csv
28,Standly,Pégate,1,27,883447,Chile_2022_limpio.csv
29,"Becky G, KAROL G",MAMIII,2,21,861316,Chile_2022_limpio.csv
30,"Sayian Jimmy, Standly, Yishark, Nysix Music, Tobal Mj, Benji La Maldita Escritura De Oro",Flotao,26,10,847065,Chile_2022_limpio.csv
31,"El Jordan 23, Big Cvyu",Noche Loca,25,10,844140,Chile_2022_limpio.csv
32,El Jordan 23,Anti Rana,7,24,828732,Chile_2022_limpio.csv
33,Bad Bunny,Después de la Playa,10,9,815581,Chile_2022_limpio.csv
34,Harry Styles,As It Was,11,14,779367,Chile_2022_limpio.csv
35,"Pailita, El Casti",Par de Veces,9,14,774999,Chile_2022_limpio.csv
36,"Mora, Feid",LA INOCENTE,35,14,767069,Chile_2022_limpio.csv
37,"Tunechikidd, Pailita, Marcianeke, Nickoog Clk, Criss J.",Sin Miedo,37,2,705958,Chile_2022_limpio.csv
38,Bad Bunny,Neverita,18,9,704718,Chile_2022_limpio.csv
39,"Bad Bunny, Buscabulla",Andrea,27,9,695611,Chile_2022_limpio.csv
40,"Nio Garcia, Pailita",Yo Quiero,23,9,686143,Chile_2022_limpio.csv
41,"Daddy Yankee, Bad Bunny",X ÚLTIMA VEZ,5,15,675865,Chile_2022_limpio.csv
42,"Tainy, Bad Bunny, Julieta Venegas",Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),1,40,670219,Chile_2022_limpio.csv
43,Bad Bunny,Me Fui de Vacaciones,16,9,665374,Chile_2022_limpio.csv
44,Bad Bunny,Aguacero,25,9,658135,Chile_2022_limpio.csv
45,Bad Bunny,Yo No Soy Celoso,15,9,645505,Chile_2022_limpio.csv
46,"El Jordan 23, Pipo Beatz",Ando,40,19,637508,Chile_2022_limpio.csv
47,"Cris Mj, Marcianeke, Simon la Letra, Stars Music Chile",Los Malvekes,1,36,629718,Chile_2022_limpio.csv
48,Bad Bunny,Un Coco,23,9,622213,Chile_2022_limpio.csv
49,Nickoog Clk,En El Jacuzzi,8,13,610715,Chile_2022_limpio.csv
50,"Nickoog Clk, Simon la Letra, Standly, Pailita",Phillie y Botella (Remix),17,20,590208,Chile_2022_limpio.csv
51,Standly,Bailemos Reggaeton,21,15,584340,Chile_2022_limpio.csv
52,"El Barto, El Jordan 23, Standly, Drakomafia, Gabo El Chamaquito",Flaytiando,11,27,552750,Chile_2022_limpio.csv
53,"Standly, El Barto",Mi Gata,1,32,552329,Chile_2022_limpio.csv
54,Bad Bunny,Yonaguni,1,57,551686,Chile_2022_limpio.csv
55,Bad Bunny,Dos Mil 16,21,9,548535,Chile_2022_limpio.csv
56,Bad Bunny,A Tu Merced,10,123,540968,Chile_2022_limpio.csv
57,"Gino Mella, King Savagge, Best",TAY PAPO,57,2,529890,Chile_2022_limpio.csv
58,Pailita,Más de una Vez,40,5,498235,Chile_2022_limpio.csv
59,Joji,Glimpse of Us,46,4,497416,Chile_2022_limpio.csv
60,"El Jordan 23, Endo",Los Dueños Del Malianteo,36,3,493811,Chile_2022_limpio.csv
61,"Alejo, Feid, ROBI",Pantysito,18,16,485077,Chile_2022_limpio.csv
62,"El Jordan 23, Big Cvyu",Metele Con Candela,62,2,479785,Chile_2022_limpio.csv
63,Cris Mj,Como Te Va,13,19,465814,Chile_2022_limpio.csv
64,Bad Bunny,Un Verano Sin Ti,20,9,459037,Chile_2022_limpio.csv
65,"Mora, Sech",TUS LÁGRIMAS,22,14,453982,Chile_2022_limpio.csv
66,Bad Bunny,Enséñame a Bailar,26,9,447842,Chile_2022_limpio.csv
67,Zion & Lennox,Yo Voy (feat. Daddy Yankee),48,20,443212,Chile_2022_limpio.csv
68,"Balbi El Chamako, El BAI, Marcianeke, Pailita, Young Cister, Jairo Vera, Harry Nach, Forest, Julianno Sosa, Franco ""El Gorilla"", Cris Mj",Ponle - Remix,7,20,440962,Chile_2022_limpio.csv
69,Daddy Yankee,RUMBATÓN,9,15,437601,Chile_2022_limpio.csv
70,"Bizarrap, Tiago PZK","Tiago PZK: Bzrp Music Sessions, Vol. 48",11,28,437127,Chile_2022_limpio.csv
71,"NATTI NATASHA, Daddy Yankee, Wisin & Yandel",Mayor Que Usted,68,3,436316,Chile_2022_limpio.csv
72,"Bad Bunny, The Marías",Otro Atardecer,28,9,430731,Chile_2022_limpio.csv
73,"Lleflight, Pablo Chill-E, Gino Mella, Julianno Sosa, El Jordan 23, King Savagge, Polimá Westcoast, Drago200, Jairo Vera, Galee Galee, Best","FULL PIOLI 2.O (feat. Julianno Sosa, El Jordan 23, King Savagge, Polima West Coast, Drago200, Jairo Vera, Galee Galee, Best)",16,17,430154,Chile_2022_limpio.csv
74,"Bizarrap, Villano Antillano","Villano Antillano: Bzrp Music Sessions, Vol. 51",57,4,428339,Chile_2022_limpio.csv
75,Cris Mj,Locura y Maldad,20,38,413035,Chile_2022_limpio.csv
76,Ryan Castro,Jordan,33,20,411167,Chile_2022_limpio.csv
77,"Bad Bunny, Tainy",Callaita,1,156,410240,Chile_2022_limpio.csv
78,Duki,Antes de Perderte,58,5,404272,Chile_2022_limpio.csv
79,Feid,Ferxxo 100,79,5,403706,Chile_2022_limpio.csv
80,"La Pantera, Quevedo, Juseph, Abhir Hathi, Bejo, Cruz Cafuné, EL IMA","Cayó La Noche (feat. Cruz Cafuné, Abhir Hathi, Bejo, EL IMA) [Remix]",9,22,399454,Chile_2022_limpio.csv
81,"Tiago PZK, Ozuna",Nos Comemos (feat. Ozuna),59,5,395077,Chile_2022_limpio.csv
82,"Maluma, Chencho Corleone",Nos Comemos Vivos,72,4,390811,Chile_2022_limpio.csv
83,Anitta,Envolver,18,18,390492,Chile_2022_limpio.csv
84,"Chris Lebron, Sech, Jay Wheeler",Desde Mis Ojos - Remix,50,8,389111,Chile_2022_limpio.csv
85,Bad Bunny,Agosto,29,9,388202,Chile_2022_limpio.csv
86,Danny Ocean,Fuera del mercado,22,17,386429,Chile_2022_limpio.csv
87,"Pailita, El Casti, Bigcvyu",Hooka,41,29,383957,Chile_2022_limpio.csv
88,"Elton John, Dua Lipa, PNAU",Cold Heart - PNAU Remix,11,45,383046,Chile_2022_limpio.csv
89,"Standly, Polimá Westcoast",Me Voy Contigo,34,19,382282,Chile_2022_limpio.csv
90,Young Cister,Casi Amor De Verano,5,28,377153,Chile_2022_limpio.csv
91,Lasso,Ojos Marrones,91,2,368149,Chile_2022_limpio.csv
92,"Blessd, Justin Quiles, Lenny Tavárez",Medallo,3,36,363262,Chile_2022_limpio.csv
93,Metallica,Master Of Puppets,93,1,361130,Chile_2022_limpio.csv
94,"Bad Bunny, Daddy Yankee",La Santa,3,123,356345,Chile_2022_limpio.csv
