Unnamed: 0,rank,artist_names,track_name,peak_rank,weeks_on_chart,streams,archivo
151,152,"Mora, Bad Bunny, Sech",Volando - Remix,15,52,297563,Global_2022_limpio.csv
152,153,Joji,Glimpse of Us,108,3,294985,Global_2022_limpio.csv
153,154,"Fuego, Manuel Turizo, Duki",Una Vaina Loca,3,37,294426,Global_2022_limpio.csv
154,155,"Callejero Fino, Alejo Isakk, Locura Mix",Chetos Vs. Turros,98,12,291626,Global_2022_limpio.csv
155,156,"Calvin Harris, Dua Lipa",One Kiss (with Dua Lipa),56,59,289130,Global_2022_limpio.csv
156,157,"NATTI NATASHA, Daddy Yankee, Wisin & Yandel",Mayor Que Usted,157,2,288983,Global_2022_limpio.csv
157,158,"MYA, Emilia",BB,5,32,287148,Global_2022_limpio.csv
158,159,"Sebastian Yatra, Myke Towers",Pareja Del Año,2,64,286831,Global_2022_limpio.csv
159,160,"Bad Bunny, The Marías",Otro Atardecer,60,9,284538,Global_2022_limpio.csv
160,161,YSY A,Vamo a Darle,80,10,281707,Global_2022_limpio.csv
161,162,"J Balvin, Bad Bunny",LA CANCIÓN,7,92,280429,Global_2022_limpio.csv
162,163,Maria Becerra,Mi Debilidad,3,49,280366,Global_2022_limpio.csv
163,164,"Emilia, Tiago PZK",rápido lento,2,40,278440,Global_2022_limpio.csv
164,165,Morat,No Se Va,154,8,278094,Global_2022_limpio.csv
165,166,j-hope,MORE,166,1,274133,Global_2022_limpio.csv
166,167,Harry Styles,Watermelon Sugar,17,121,272521,Global_2022_limpio.csv
167,168,"Tirri La Roca, Brisa La Roca",Frontea,168,2,271775,Global_2022_limpio.csv
168,169,La K'onga,Convénceme,131,22,270650,Global_2022_limpio.csv
169,170,Natalia Lafourcade,Hasta la Raíz,66,35,268150,Global_2022_limpio.csv
170,171,"Kaleb Di Masi, Salastkbron, Alejo Isakk, Omar Varela",P rreo,50,19,266323,Global_2022_limpio.csv
171,172,"Camila Cabello, Ed Sheeran",Bam Bam (feat. Ed Sheeran),84,18,264970,Global_2022_limpio.csv
172,173,No Te Va Gustar,Ese Maldito Momento,131,39,262279,Global_2022_limpio.csv
173,174,Maluma,Sobrio,22,52,262169,Global_2022_limpio.csv
174,175,"Maria Becerra, Becky G",Wow Wow (feat. Becky G),1,45,260242,Global_2022_limpio.csv
175,176,"Rusherking, KHEA, Duki, Maria Becerra, LIT killah, Tiago PZK",Además de Mí - Remix,1,70,260218,Global_2022_limpio.csv
176,177,Harry Styles,Late Night Talking,32,7,258944,Global_2022_limpio.csv
177,178,"BANDIDO, Duki, Rei, Tiago PZK","No Me Conocen (Remix) [con DUKI, Rei & Tiago PZK]",2,56,258941,Global_2022_limpio.csv
178,179,"Rusherking, Tiago PZK",NOW,8,22,258503,Global_2022_limpio.csv
179,180,WOS,ALMA DINAMITA,28,33,256982,Global_2022_limpio.csv
180,181,Metallica,Master Of Puppets,181,1,255392,Global_2022_limpio.csv
181,182,"Bad Bunny, Jhayco",DÁKITI,1,87,255004,Global_2022_limpio.csv
182,183,Turf,Pasos Al Costado,105,228,254788,Global_2022_limpio.csv
183,184,"Tiësto, KAROL G",Don't Be Shy,71,46,253911,Global_2022_limpio.csv
184,185,"Kaleb Di Masi, Alejo Isakk, Omar Varela",Red Bull Red Label,185,1,253289,Global_2022_limpio.csv
185,186,Rauw Alejandro,Cúrame,9,50,252639,Global_2022_limpio.csv
186,187,TINI,Acércate,84,8,251585,Global_2022_limpio.csv
187,188,Plan B,Es un Secreto,188,1,251533,Global_2022_limpio.csv
188,189,"Alejandro Lerner, Rusherking",Después De Ti,126,7,251365,Global_2022_limpio.csv
189,190,Ke Personajes,Cómo estás,25,153,250339,Global_2022_limpio.csv
190,191,"Duki, Bizarrap",Malbec,10,43,250312,Global_2022_limpio.csv
191,192,Ciro y los Persas,Me Gusta,71,283,248155,Global_2022_limpio.csv
192,193,Paulo Londra,Tal Vez,1,138,247534,Global_2022_limpio.csv
193,194,"TINI, Becky G, Anitta",La Loto,194,1,246132,Global_2022_limpio.csv
194,195,Coldplay,Yellow,145,14,245915,Global_2022_limpio.csv
195,196,The Police,Every Breath You Take,140,76,244121,Global_2022_limpio.csv
196,197,"Alvaro Diaz, Rauw Alejandro",Problemón,35,23,243329,Global_2022_limpio.csv
197,198,Paloma Faith,Only Love Can Hurt Like This,192,2,242978,Global_2022_limpio.csv
198,199,Bad Bunny,El Apagón,69,9,242815,Global_2022_limpio.csv
199,200,FMK,Gatas,117,7,241807,Global_2022_limpio.csv
