rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
182,"spotify:track:4t9a07PAghtQMRAIP9FQ7Z","Lunay, Daddy Yankee, Bad Bunny","Soltera (Remix)","round2media - LaFamilia",1,175,60,"275512"
183,"spotify:track:5ZwWpXdfQSgT4393X4a49t","Sticky M.A., C. Tangana, Jambo, Royce Rolo","Ya No","Agorazein",183,-1,1,"275080"
184,"spotify:track:0fea68AdmYNygeTGI4RC18","J Balvin, Bad Bunny","LA CANCIÓN","Universal Music Latino / Rimas",6,176,53,"271021"
185,"spotify:track:3Q797tkAExVmmJjEDNNLns","Cepeda","Gentleman","Universal Music Spain S.L.",92,177,15,"269597"
186,"spotify:track:2hsA9YWuF3C9Gosi4dpjJN","J Balvin","Negro","UMLE - Latino",18,169,15,"267155"
187,"spotify:track:5Aax4WuBCyiVp4NDB3lg5j","Estopa","Fuego","Sony Music Entertainment",51,180,57,"267117"
188,"spotify:track:2Fxmhks0bxGSBdJ92vM42m","Billie Eilish","bad guy","Darkroom/Interscope Records",23,184,66,"264357"
189,"spotify:track:1VB4sadHjFcFklHcZuoROi","Estopa","Como Camarón","Ariola",142,183,45,"263830"
190,"spotify:track:3v1dCP3hk2djfWryqfp7sx","Melendi","Caminando por la vida","Parlophone Spain",173,192,7,"259163"
191,"spotify:track:1pJeLDLduCZS4hLuc1JByJ","Paula Cendejas, C. Tangana","Como habla una mujer (feat. C. Tangana)","WM Spain",123,123,2,"258969"
192,"spotify:track:0OP1RzrglC008kj79Httv3","Bad Gyal","Zorra","Bad Gyal Aftercluv/Interscope",2,179,29,"256831"
193,"spotify:track:5RqR4ZCCKJDcBLIn4sih9l","StaySolidRocky","Party Girl","Columbia",187,187,3,"255649"
194,"spotify:track:4nK5YrxbMGZstTLbvj6Gxw","BENEE, Gus Dapperton","Supalonely","Republic Records",164,194,14,"254666"
195,"spotify:track:2n7ohqg1s68ToAHh4u9mcW","Bad Bunny","Vete","Rimas Entertainment LLC",2,182,32,"254150"
196,"spotify:track:2CoMYp2uIKsT09nreEZnZn","Bad Bunny","BENDICIONES","Rimas Entertainment LLC",14,178,8,"251040"
197,"spotify:track:4mbb7hmfDR6M9cQaLdYSFd","Anuel AA, Lil Wayne","Ferrari","2020 Real Hasta La Muerte, LLC",62,170,5,"249910"
198,"spotify:track:6CjbapUTRa0QabxJajf6pU","Cali Y El Dandee, Reik","Borracho De Amor","Cali y El Dandee PS",154,191,17,"248767"
199,"spotify:track:27NTdNyp9n5B4lswgGikG3","Nil Moliner","Bailando","WM Spain",146,-1,13,"248302"
200,"spotify:track:05j1BaD4oL8WnNJyIKdpgc","Marlon","Tequila y Candela","WM Spain",151,200,21,"247573"
